timestamp,x,y,z
0,9.2,2.08,5.27
10,9.48,1.63,4.79
20,10.13,1.19,4.23
30,10.98,0.71,3.75
40,11.94,0.33,3.73
50,12.95,0.17,4.12
60,13.58,0.33,5.06
70,13.73,0.66,5.94
80,13.62,0.96,6.46
90,13.16,1.13,6.62
100,12.79,1.06,6.68
110,12.23,0.82,7.14
120,11.36,0.77,8.17
130,10.46,0.92,9.58
140,9.51,1.08,10.73
150,8.48,1.11,11.27
160,7.35,1.32,11.55
170,6.18,1.61,11.66
180,4.68,1.79,11.62
190,3.02,1.94,11.61
200,1.77,1.86,11.44
210,0.83,1.85,11.04
220,-0.08,2.08,10.59
230,-0.79,2.23,10.17
240,-1.7,2.56,9.84
250,-3.12,3.1,9.66
260,-4.75,3.36,9.54
270,-6.69,3.73,9.26
280,-8.65,4.27,8.99
290,-10.06,4.59,8.71
300,-10.96,4.85,8.48
310,-11.54,5.1,8.34
320,-11.8,5.44,8.57
330,-11.89,5.96,9.57
340,-12.02,6.4,10.58
350,-12.57,6.47,10.87
360,-13.27,5.98,10.35
370,-14.15,5.56,9.57
380,-15.06,5.44,8.99
390,-15.02,5.21,8.67
400,-14.45,4.72,8.88
410,-13.72,4.11,9.68
420,-12.79,3.55,11.1
430,-12.1,3.05,12.47
440,-10.69,2.84,13.2
450,-8.8,2.64,13.24
460,-6.69,2.55,13.07
470,-4.94,2.71,12.48
480,-3.76,2.47,11.12
490,-3.11,1.69,9.33
500,-2.65,0.68,7.35
510,-2.4,0.2,6.13
520,-1.79,-0.09,5.71
530,-0.31,-0.42,5.74
540,1.77,-0.62,6.42
550,3.51,-0.51,7.35
560,4.53,-0.36,7.98
570,4.75,-0.11,8.41
580,4.99,-0.15,8.46
590,6.17,-0.66,8.03
600,8.05,-1.21,7.84
610,9.87,-1.52,8.02
620,11.5,-1.64,8.58
630,12.65,-1.12,9.93
640,13.38,-0.74,11.11
650,13.81,-0.67,11.12
660,14.26,-1.05,10.34
670,15.17,-1.78,9.14
680,16.22,-2.42,8.37
690,17.09,-2.77,8.33
700,17.42,-3.01,8.79
710,17.33,-3.18,9.61
720,16.97,-3.22,10.73
730,16.88,-3.3,11.77
740,17.43,-3.61,12.58
750,17.61,-4.1,12.84
760,16.88,-4.99,12.12
770,15.73,-6.08,10.76
780,14.26,-6.56,9.98
790,13.08,-6.74,9.92
800,12.47,-6.92,10.11
810,12.53,-7.09,10.48
820,12.62,-7.22,10.88
830,12.89,-7.35,11.21
840,12.75,-7.38,11.7
850,12.46,-7.41,12.13
860,11.95,-7.43,12.14
870,10.91,-7.7,11.51
880,9.28,-8.12,10.53
890,7.28,-8.3,9.53
900,5.17,-8.05,8.95
910,2.95,-7.52,8.81
920,0.97,-6.83,8.94
930,-0.43,-5.94,9.32
940,-1.67,-4.84,9.74
950,-2.56,-3.73,9.87
960,-2.93,-2.61,9.66
970,-3.31,-1.7,9.64
980,-4.59,-1.16,9.87
990,-6.07,-0.88,10.43
1000,-7.75,-0.57,11.36
