timestamp,x,y,z
0,13.69,-0.21,3.51
10,16.86,-0.44,3.03
20,21.83,-0.77,2.28
30,25.79,-1.62,1.16
40,26.9,-2.39,0.01
50,25.23,-2.87,-0.75
60,22.63,-3.32,-0.65
70,20.73,-4.07,0.32
80,19.72,-4.88,1.98
90,17.82,-5.04,4.31
100,15.25,-5.1,6.23
110,12.54,-5.29,7.41
120,10.04,-5.22,8.44
130,8.03,-4.89,9.38
140,5.75,-4.22,10.42
150,3.76,-3.58,11.14
160,1.98,-2.88,11.54
170,0.44,-2.33,11.75
180,-0.72,-1.66,11.95
190,-2.11,-0.82,12.13
200,-4.12,0.04,12.04
210,-6.11,0.53,11.37
220,-7.78,0.94,10.65
230,-9.35,1.58,10.37
240,-10.57,2.25,10.42
250,-11.35,3.0,11.01
260,-11.66,3.74,12.09
270,-11.28,4.29,13.13
280,-10.08,4.45,13.95
290,-8.8,4.31,14.29
300,-8.06,4.3,14.3
310,-7.61,4.52,14.16
320,-7.58,4.49,13.62
330,-7.94,4.85,12.69
340,-8.44,4.44,11.77
350,-8.91,3.91,11.55
360,-9.26,3.6,11.37
370,-9.26,3.35,11.67
380,-9.11,2.78,12.25
390,-8.63,2.21,12.77
400,-8.7,1.65,13.1
410,-9.14,1.25,13.26
420,-9.12,1.09,13.2
430,-8.48,0.85,12.57
440,-7.5,0.38,11.56
450,-6.32,-0.05,10.59
460,-5.17,-0.49,10.14
470,-4.24,-0.89,10.19
480,-4.11,-0.94,10.36
490,-4.14,-1.17,10.45
500,-3.26,-1.51,10.56
510,-1.56,-1.99,10.63
520,-0.07,-2.35,10.19
530,0.92,-2.15,9.35
540,1.67,-2.02,8.44
550,3.0,-1.99,8.07
560,5.18,-2.2,8.42
570,7.71,-2.45,9.06
580,9.71,-2.46,9.92
590,10.56,-2.68,10.29
600,11.27,-3.08,10.54
610,13.07,-3.32,11.31
620,15.14,-2.93,12.59
630,16.53,-2.32,13.8
640,17.12,-2.07,13.91
650,17.55,-2.27,12.95
660,18.18,-2.56,12.17
670,18.67,-3.04,11.66
680,18.93,-2.49,11.75
690,18.4,-2.49,11.5
700,17.56,-2.36,11.12
710,16.77,-2.67,10.47
720,15.95,-2.71,10.13
730,15.31,-3.11,9.65
740,14.9,-3.46,9.22
750,14.38,-3.55,9.14
760,13.76,-3.64,9.22
770,13.72,-3.9,9.34
780,13.65,-4.32,9.44
790,13.08,-4.53,9.79
800,12.72,-4.89,9.86
810,12.49,-5.13,9.97
820,12.08,-5.6,10.1
830,11.49,-6.02,10.35
840,11.08,-6.26,10.7
850,10.56,-6.21,10.98
860,10.02,-6.12,11.21
870,9.68,-5.89,11.34
880,9.18,-5.59,11.24
890,8.17,-5.03,10.7
900,6.88,-4.47,9.75
910,5.45,-4.29,8.7
920,3.5,-4.58,7.74
930,1.07,-5.62,6.93
940,-1.75,-5.74,7.44
950,-4.45,-4.63,8.98
960,-6.43,-3.48,10.7
970,-7.24,-2.21,11.92
980,-7.25,-0.5,12.07
990,-7.45,-0.79,12.22
1000,-8.2,-1.2,11.41
