timestamp,x,y,z
0,4.91,3.52,5.5
10,5.47,3.22,5.62
20,6.33,2.47,5.4
30,7.53,1.69,4.46
40,8.75,0.82,3.4
50,10.22,0.11,2.38
60,12.04,-0.55,1.61
70,14.39,-1.07,0.93
80,16.88,-1.23,0.9
90,18.72,-1.37,1.35
100,19.75,-1.62,1.82
110,19.62,-1.92,2.52
120,18.75,-2.31,3.28
130,17.66,-2.57,4.05
140,16.48,-2.72,4.76
150,15.15,-2.7,5.34
160,14.03,-2.64,5.6
170,13.29,-2.64,5.59
180,12.47,-2.53,5.66
190,11.56,-2.43,6.0
200,10.55,-2.12,6.66
210,10.06,-1.87,7.37
220,9.49,-1.47,8.21
230,8.65,-0.87,9.06
240,7.63,-0.37,9.56
250,6.48,-0.05,9.66
260,5.46,0.11,9.47
270,4.52,0.23,9.02
280,3.7,0.75,8.65
290,3.31,1.48,8.63
300,3.22,1.92,8.96
310,2.51,2.39,9.73
320,1.17,2.64,10.62
330,-0.01,2.51,11.12
340,-0.99,2.64,11.45
350,-1.87,3.16,11.59
360,-2.4,3.77,11.5
370,-2.89,4.39,11.21
380,-3.59,4.87,10.95
390,-4.41,5.09,10.86
400,-5.04,5.08,10.71
410,-5.33,5.02,10.84
420,-5.64,5.09,11.03
430,-5.66,5.43,11.08
440,-5.22,5.98,11.02
450,-4.65,6.16,10.71
460,-4.67,6.23,10.48
470,-5.02,6.19,10.38
480,-4.83,6.06,10.44
490,-4.17,5.83,10.55
500,-3.65,5.82,10.69
510,-3.29,5.93,10.61
520,-2.96,5.89,10.23
530,-3.01,5.69,9.96
540,-3.37,5.59,10.0
550,-3.39,5.61,10.27
560,-3.2,5.51,10.53
570,-2.82,5.21,10.25
580,-2.0,4.85,9.68
590,-1.2,4.35,9.07
600,-0.86,3.93,8.75
610,-1.67,3.87,9.03
620,-2.88,3.96,9.21
630,-3.73,3.9,8.76
640,-4.48,3.93,8.17
650,-5.24,3.82,7.66
660,-5.32,3.25,7.32
670,-4.05,2.64,7.15
680,-2.48,2.21,7.21
690,-1.65,2.03,7.47
700,-1.29,2.15,8.1
710,-1.73,2.3,8.87
720,-2.53,2.43,9.37
730,-2.72,2.38,9.42
740,-2.21,2.19,8.99
750,-1.59,1.9,8.52
760,-0.88,1.55,8.26
770,0.07,1.51,8.47
780,0.6,1.56,8.86
790,1.08,1.63,9.12
800,1.32,1.4,9.26
810,1.7,1.17,9.14
820,2.78,0.85,9.08
830,4.13,0.61,9.55
840,5.49,0.89,10.69
850,6.84,1.35,11.61
860,7.6,1.69,11.69
870,7.48,1.66,11.23
880,6.91,1.5,10.43
890,6.8,0.67,9.92
900,7.82,0.23,10.35
910,9.22,0.22,11.8
920,10.1,0.45,13.62
930,10.48,0.43,15.0
940,10.58,1.19,15.98
950,9.93,1.0,15.38
960,9.63,1.35,14.87
970,9.96,0.95,14.71
980,9.95,0.7,14.37
990,10.14,0.44,14.21
1000,10.85,0.2,14.35
