timestamp,x,y,z
0,5.24,6.15,4.82
10,5.51,5.97,4.7
20,6.3,6.03,4.68
30,7.25,5.98,4.38
40,8.01,5.49,3.6
50,8.7,5.01,2.93
60,8.48,4.69,2.86
70,7.8,4.58,3.06
80,7.52,4.41,3.28
90,8.41,4.0,3.3
100,10.29,3.26,3.03
110,13.07,2.6,3.08
120,15.71,2.1,3.56
130,17.1,1.79,4.48
140,17.63,1.59,5.7
150,17.66,1.29,6.98
160,17.37,1.02,8.53
170,16.93,0.89,10.09
180,16.39,0.79,11.24
190,15.56,0.57,11.76
200,14.29,0.36,11.82
210,12.76,0.03,11.55
220,10.92,-0.16,11.09
230,8.93,-0.25,10.45
240,6.94,-0.23,9.66
250,5.2,-0.12,8.82
260,3.73,-0.15,8.24
270,2.44,-0.03,8.07
280,1.23,0.21,8.19
290,0.11,0.07,8.72
300,-1.72,0.56,8.93
310,-3.56,1.32,8.94
320,-5.17,2.24,8.84
330,-6.43,3.04,8.7
340,-7.57,3.69,8.4
350,-8.59,4.07,7.99
360,-9.3,4.45,7.67
370,-9.6,4.81,7.62
380,-9.98,5.52,8.14
390,-10.62,6.47,8.74
400,-11.05,6.97,8.95
410,-11.56,7.12,8.88
420,-12.19,7.27,8.59
430,-12.39,7.4,8.29
440,-11.86,7.47,7.98
450,-10.95,7.41,7.78
460,-10.31,7.22,7.39
470,-10.05,7.06,7.12
480,-9.74,6.77,7.11
490,-9.33,6.51,7.31
500,-8.9,6.17,7.59
510,-8.49,5.81,7.91
520,-8.17,5.45,8.08
530,-8.09,5.15,8.11
540,-8.52,4.79,8.1
550,-8.91,4.19,7.73
560,-9.24,3.69,7.04
570,-9.46,3.25,6.36
580,-9.42,2.8,6.0
590,-8.49,1.93,5.77
600,-7.19,1.35,5.49
610,-6.82,0.73,5.3
620,-6.99,0.68,5.46
630,-7.61,0.32,5.68
640,-7.95,0.39,6.51
650,-7.33,0.48,7.7
660,-5.07,0.24,8.91
670,-2.02,-0.19,10.01
680,0.21,-0.41,11.39
690,0.95,-0.15,13.09
700,1.15,0.11,13.85
710,1.35,0.15,13.39
720,1.68,0.05,12.75
730,2.32,-0.34,12.38
740,3.06,-0.29,12.68
750,4.25,-0.07,13.4
760,5.28,-0.34,13.89
770,5.95,-0.56,14.32
780,7.0,-0.67,15.1
790,8.74,-0.31,15.88
800,10.21,0.37,16.35
810,11.02,0.81,16.13
820,11.05,0.75,14.88
830,11.11,0.25,13.49
840,11.32,-0.54,12.44
850,11.51,-0.86,12.34
860,12.19,-0.75,12.97
870,12.75,-0.4,13.83
880,13.21,-0.42,14.12
890,13.56,-0.51,14.05
900,13.31,-0.78,13.6
910,12.97,-1.31,12.87
920,13.07,-1.99,12.32
930,13.61,-2.68,12.0
940,13.3,-2.99,12.25
950,12.43,-3.22,12.65
960,11.66,-3.58,12.6
970,11.43,-3.98,12.5
980,11.57,-4.67,12.6
990,11.48,-4.93,12.72
1000,11.54,-5.33,13.24
