timestamp,x,y,z
0,8.72,2.69,6.08
10,9.45,2.39,6.18
20,10.4,1.91,5.94
30,11.17,1.28,5.46
40,11.61,0.94,4.84
50,12.09,0.55,4.19
60,12.86,0.26,3.57
70,13.69,0.01,3.23
80,14.61,-0.35,3.11
90,15.22,-0.64,3.38
100,15.48,-0.94,4.17
110,15.29,-0.93,5.39
120,14.85,-0.88,6.73
130,13.92,-0.94,7.58
140,12.61,-1.03,8.06
150,11.43,-1.12,8.15
160,10.12,-1.16,7.99
170,8.58,-1.03,8.08
180,7.69,-0.82,8.44
190,7.26,-0.44,8.87
200,6.53,0.11,9.5
210,5.47,0.66,9.92
220,4.5,1.05,9.95
230,3.13,1.47,9.72
240,1.54,1.77,9.41
250,0.42,1.88,9.16
260,-0.4,2.27,9.22
270,-1.0,2.59,9.6
280,-1.17,2.99,9.86
290,-1.61,3.49,10.28
300,-2.72,3.81,10.81
310,-4.13,4.07,11.35
320,-5.57,4.27,11.81
330,-6.67,4.41,11.97
340,-7.22,4.64,12.18
350,-7.29,4.94,12.31
360,-7.12,5.22,12.18
370,-6.83,5.26,11.93
380,-6.67,5.23,11.97
390,-6.6,5.24,12.26
400,-6.7,5.3,12.47
410,-6.34,5.14,12.37
420,-6.03,4.92,12.08
430,-5.91,4.63,11.71
440,-5.86,4.28,11.53
450,-6.09,3.81,11.64
460,-6.12,3.51,11.95
470,-6.14,3.29,12.48
480,-6.09,2.94,12.57
490,-5.85,2.47,12.13
500,-5.36,1.98,11.52
510,-4.84,1.34,11.15
520,-4.77,0.79,10.93
530,-4.95,0.33,10.74
540,-5.39,-0.11,10.53
550,-5.84,-0.2,10.24
560,-5.42,-0.17,9.65
570,-3.95,-0.43,8.58
580,-2.31,-0.98,7.68
590,-0.43,-1.56,7.12
600,1.12,-1.76,7.14
610,1.9,-1.82,7.52
620,3.23,-1.78,8.27
630,5.31,-1.54,9.19
640,7.08,-1.1,9.91
650,8.46,-0.66,10.17
660,9.5,-0.47,10.24
670,10.39,-0.58,10.04
680,11.31,-0.92,9.67
690,12.46,-1.4,9.83
700,13.81,-1.75,10.5
710,14.98,-1.44,11.68
720,15.32,-1.0,12.62
730,15.21,-0.71,12.96
740,14.96,-0.4,12.7
750,14.58,-0.51,11.36
760,14.64,-1.1,9.7
770,14.98,-1.44,8.85
780,15.84,-1.58,9.0
790,16.98,-1.47,9.88
800,17.15,-2.19,10.3
810,16.43,-1.65,10.55
820,16.04,-1.69,10.88
830,15.77,-2.04,10.73
840,15.17,-2.26,10.25
850,14.67,-2.49,9.67
860,14.44,-2.83,9.25
870,14.2,-3.33,8.96
880,13.82,-3.85,8.95
890,13.35,-4.1,9.17
900,12.9,-4.3,9.29
910,12.7,-4.47,9.22
920,12.73,-4.7,8.93
930,12.72,-5.07,8.8
940,12.74,-5.43,8.98
950,12.88,-5.71,9.58
960,13.07,-6.09,10.19
970,12.53,-6.74,9.88
980,11.13,-6.66,9.18
990,9.45,-6.62,8.37
1000,7.47,-6.53,7.58
